City,Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
Others,65.0,5.0,6.0,4.0,4.0,3.0,Have certificate,,4.7
Ho Chi Minh City,22.0,6.8,5.0,4.0,3.0,3.0,Have certificate,,4.6
Hanoi,60.0,4.0,,,,,,,8.89
Ho Chi Minh City,48.0,,,,5.0,,,,7.2
Ho Chi Minh City,32.0,3.2,12.0,2.0,2.0,2.0,Have certificate,Basic,8.6
Ho Chi Minh City,108.0,6.0,16.0,3.0,4.0,4.0,Have certificate,Full,9.5
Hanoi,36.0,,,5.0,,,Have certificate,Basic,4.52
Hanoi,67.0,4.0,,,,,Have certificate,,7.0
Ho Chi Minh City,57.0,,4.0,2.0,2.0,2.0,Have certificate,,4.95
Ho Chi Minh City,100.0,5.0,10.0,2.0,5.0,5.0,Have certificate,,1.3
Ho Chi Minh City,60.0,4.0,40.0,5.0,4.0,5.0,Have certificate,Full,9.29
Ho Chi Minh City,73.0,4.0,,3.0,4.0,5.0,Have certificate,,8.2
Hanoi,36.0,3.7,3.5,3.0,3.0,3.0,Have certificate,Basic,2.6
Hanoi,58.0,7.0,,5.0,,,Have certificate,,8.5
Ho Chi Minh City,45.0,,7.0,3.0,3.0,2.0,Have certificate,Full,6.25
Ho Chi Minh City,90.0,,,,,,,,6.05
Others,100.0,5.0,15.0,2.0,3.0,3.0,Have certificate,Full,3.1
Hanoi,34.0,3.5,3.0,3.0,3.0,3.0,Have certificate,Basic,1.69
Others,60.0,6.0,13.0,2.0,3.0,2.0,Have certificate,Full,2.7
Hanoi,33.0,3.7,4.0,3.0,3.0,3.0,Have certificate,Basic,1.69
Others,106.0,4.0,6.0,2.0,3.0,2.0,Have certificate,Basic,4.3
Hanoi,48.0,,,3.0,3.0,3.0,Have certificate,Basic,2.7
Hanoi,40.0,5.0,,5.0,3.0,4.0,Have certificate,Basic,6.99
Hanoi,30.0,4.2,3.5,5.0,3.0,4.0,Have certificate,Basic,2.55
Hanoi,46.0,5.5,3.0,4.0,3.0,3.0,Have certificate,Full,5.45
Hanoi,30.0,3.5,,1.0,,,Have certificate,,8.0
Others,180.0,6.0,15.0,3.0,4.0,4.0,Have certificate,Basic,10.0
Hanoi,33.0,,,5.0,3.0,4.0,Have certificate,Full,4.55
Hanoi,43.0,,,5.0,3.0,4.0,Have certificate,Full,5.75
Hanoi,45.0,4.1,,4.0,3.0,3.0,Have certificate,Full,3.9
Hanoi,40.0,4.8,2.0,5.0,4.0,4.0,Have certificate,Full,5.2
Others,40.0,,,4.0,4.0,5.0,Have certificate,,5.1
Ho Chi Minh City,60.0,5.0,7.0,3.0,4.0,3.0,Have certificate,,5.1
Others,76.0,4.46,,4.0,3.0,4.0,Have certificate,Full,9.0
Ho Chi Minh City,30.0,,6.0,2.0,2.0,2.0,Have certificate,Full,2.08
Others,41.0,6.0,,4.0,,,Have certificate,Full,3.7
Others,51.0,,,4.0,3.0,,Have certificate,Full,5.0
Others,55.4,,,3.0,3.0,3.0,Have certificate,Full,5.35
Ho Chi Minh City,54.0,4.5,5.0,2.0,2.0,2.0,Have certificate,Full,2.73
Others,68.0,4.0,,3.0,4.0,,Have certificate,Full,5.25
Hanoi,37.0,,,3.0,3.0,3.0,Have certificate,Basic,1.85
Others,90.0,,,2.0,3.0,,Have certificate,Full,8.0
Ho Chi Minh City,80.0,,,4.0,5.0,,,,7.5
Hanoi,32.0,,,5.0,,,,,5.4
Others,190.0,,,3.0,3.0,,Have certificate,,6.5
Others,80.0,4.2,13.0,3.0,3.0,3.0,Have certificate,Full,6.8
Others,50.0,5.2,,2.0,2.0,2.0,Have certificate,Full,4.3
Others,58.0,,,3.0,3.0,3.0,Have certificate,Full,6.39
Others,56.0,6.3,,3.0,3.0,4.0,Have certificate,,4.8
Others,99.0,4.0,6.0,2.0,3.0,2.0,Have certificate,Full,7.1
Hanoi,60.0,4.2,,5.0,5.0,3.0,Have certificate,Full,9.3
Others,48.0,,,4.0,,,Have certificate,Full,5.6
Others,49.0,4.0,10.0,3.0,4.0,3.0,Have certificate,Full,5.1
Hanoi,40.0,5.0,4.0,5.0,3.0,4.0,Have certificate,Full,5.0
Others,40.0,,,3.0,3.0,3.0,,,5.5
Hanoi,30.0,4.0,4.0,5.0,3.0,4.0,Have certificate,Basic,4.05
Others,95.0,5.0,7.5,2.0,2.0,2.0,Have certificate,Full,5.7
Others,96.0,6.0,5.0,2.0,,,Have certificate,,5.9
Others,100.0,5.0,15.2,3.0,,,Have certificate,,5.7
Ho Chi Minh City,85.8,6.0,,3.0,,,,,5.3
Hanoi,62.0,6.0,2.0,4.0,4.0,3.0,Have certificate,Full,8.0
Ho Chi Minh City,55.4,3.9,,1.0,3.0,2.0,Have certificate,Basic,5.0
Others,80.0,,60.0,3.0,3.0,3.0,Have certificate,,3.85
Others,120.0,6.0,11.0,2.0,3.0,3.0,Sale contract,,3.5
Others,112.0,7.0,,2.0,3.0,3.0,Have certificate,,4.2
Hanoi,32.0,4.0,5.0,,,,Have certificate,Basic,2.1
Hanoi,53.0,3.9,3.0,3.0,3.0,3.0,Have certificate,Basic,3.0
Hanoi,52.0,4.2,,5.0,7.0,7.0,Have certificate,Full,5.5
Others,79.0,4.5,8.0,3.0,4.0,3.0,Have certificate,Full,5.65
Hanoi,40.0,,,4.0,3.0,3.0,Have certificate,Full,4.59
Hanoi,60.0,35.0,3.0,4.0,4.0,3.0,Have certificate,Basic,5.9
Ho Chi Minh City,34.2,,,2.0,3.0,2.0,Have certificate,Full,4.9
Hanoi,35.0,,,3.0,,,,,7.85
Others,45.2,,,,,1.0,Have certificate,Basic,1.9
Ho Chi Minh City,20.0,,,,1.0,1.0,,,1.2
Ho Chi Minh City,85.0,5.5,,1.0,4.0,4.0,Have certificate,Full,4.5
Others,119.5,,10.0,2.0,4.0,4.0,Have certificate,Full,9.7
Others,61.0,6.0,3.0,,2.0,1.0,Have certificate,,1.3
Hanoi,40.0,5.0,25.0,5.0,3.0,4.0,Have certificate,Full,7.0
Others,100.0,,8.0,2.0,3.0,3.0,,Full,6.2
Hanoi,35.0,4.0,3.0,4.0,4.0,3.0,Have certificate,Full,5.7
Hanoi,69.0,,,5.0,6.0,5.0,Have certificate,Full,9.8
Others,102.0,8.0,8.0,2.0,4.0,4.0,,Full,6.2
Others,89.8,4.49,,,,,Have certificate,,3.2
Hanoi,38.0,3.6,3.0,6.0,4.0,4.0,Have certificate,Full,6.8
Others,120.0,,,4.0,6.0,7.0,,,4.4
Ho Chi Minh City,111.0,3.8,40.0,1.0,2.0,2.0,Have certificate,Full,8.45
Others,80.0,5.0,12.0,3.0,4.0,4.0,Have certificate,,4.1
Ho Chi Minh City,38.0,42.0,3.0,2.0,2.0,2.0,Have certificate,Basic,3.4
Ho Chi Minh City,64.0,,8.0,4.0,4.0,5.0,Have certificate,,7.25
Ho Chi Minh City,53.0,,,4.0,4.0,,,,7.09
Hanoi,50.0,4.5,4.0,1.0,1.0,1.0,Have certificate,,8.9
Ho Chi Minh City,83.0,,,3.0,3.0,4.0,Have certificate,Full,7.0
Others,55.5,4.5,,3.0,4.0,,Have certificate,Full,7.2
Ho Chi Minh City,84.0,4.0,12.0,1.0,1.0,1.0,Have certificate,,6.6
Hanoi,62.0,4.2,5.0,2.0,4.0,,Have certificate,,2.6
Ho Chi Minh City,105.0,4.5,,1.0,,,,,9.7
Ho Chi Minh City,36.0,,,1.0,2.0,2.0,Have certificate,Full,2.4
Ho Chi Minh City,39.5,,,4.0,3.0,3.0,Have certificate,,6.6
Ho Chi Minh City,64.0,4.0,,,,,Have certificate,,4.35
Ho Chi Minh City,54.0,4.5,7.0,4.0,3.0,3.0,Have certificate,,4.8
Hanoi,35.0,,,5.0,4.0,4.0,Have certificate,Basic,4.25
Others,75.0,5.0,22.0,3.0,4.0,4.0,Have certificate,Full,7.25
Hanoi,35.0,4.0,,5.0,,,,,5.5
Ho Chi Minh City,104.0,,,2.0,4.0,4.0,Have certificate,,7.7
Others,42.0,4.0,10.0,4.0,4.0,5.0,Have certificate,Full,4.0
Ho Chi Minh City,100.0,6.0,12.0,2.0,5.0,5.0,Have certificate,,4.5
Others,80.0,4.0,3.5,2.0,3.0,2.0,Have certificate,Full,2.5
Ho Chi Minh City,61.6,4.4,,,,,,,5.3
Others,110.0,5.5,8.0,,3.0,2.0,Have certificate,Full,2.78
Ho Chi Minh City,86.0,,,3.0,3.0,4.0,Have certificate,Full,5.9
Ho Chi Minh City,56.0,,,,,,Have certificate,,4.4
Others,148.7,5.0,20.0,2.0,,,Have certificate,Basic,6.6
Ho Chi Minh City,80.0,,4.0,2.0,2.0,2.0,Have certificate,,4.85
Hanoi,45.0,4.6,8.0,4.0,3.0,3.0,Have certificate,Full,9.9
Ho Chi Minh City,56.0,4.0,5.0,4.0,5.0,4.0,Have certificate,Full,6.5
Ho Chi Minh City,60.0,,,4.0,4.0,3.0,Have certificate,,4.75
Ho Chi Minh City,125.0,,,3.0,4.0,4.0,Have certificate,,8.8
Others,150.0,5.6,8.0,1.0,3.0,2.0,Have certificate,Full,2.8
Hanoi,41.9,3.9,2.0,2.0,2.0,2.0,Have certificate,Basic,4.65
Ho Chi Minh City,50.0,,12.0,4.0,,,Have certificate,Full,5.9
Others,80.0,,20.0,,1.0,,Have certificate,,4.0
Ho Chi Minh City,55.2,,8.0,4.0,4.0,4.0,,,6.5
Ho Chi Minh City,60.0,4.0,6.0,3.0,4.0,4.0,Have certificate,Full,7.6
Hanoi,142.0,5.0,3.0,3.0,4.0,3.0,Have certificate,Full,6.3
Others,100.0,,,3.0,3.0,4.0,,Full,6.7
Hanoi,98.0,4.5,,,,,Have certificate,,9.0
Others,180.0,9.0,,2.0,4.0,5.0,,,9.0
Others,100.0,,,2.0,,,Have certificate,,3.2
Hanoi,50.0,4.5,,7.0,8.0,6.0,Have certificate,Full,8.45
Others,100.0,,,3.0,4.0,4.0,Have certificate,,5.35
Hanoi,36.0,,,5.0,3.0,,,,6.2
Others,50.0,,2.5,2.0,2.0,2.0,Have certificate,Full,1.65
Hanoi,55.0,9.0,5.0,4.0,4.0,4.0,Have certificate,Full,9.3
Hanoi,43.0,5.6,1.5,3.0,2.0,2.0,Have certificate,Basic,2.8
Others,150.0,,,3.0,4.0,3.0,Have certificate,,2.6
Others,99.0,5.0,7.5,4.0,5.0,5.0,Have certificate,Full,7.8
Others,300.0,,20.0,1.0,1.0,1.0,Have certificate,,2.95
Hanoi,35.0,4.0,,5.0,4.0,,Have certificate,Full,5.5
Ho Chi Minh City,120.0,,,2.0,2.0,1.0,,,9.5
Others,77.0,5.0,16.0,3.0,4.0,4.0,Have certificate,Full,7.75
Hanoi,40.0,,,5.0,3.0,,Have certificate,,6.3
Hanoi,45.0,3.0,,4.0,4.0,4.0,Have certificate,Full,8.0
Ho Chi Minh City,87.75,,,2.0,3.0,3.0,Have certificate,Basic,4.75
Hanoi,34.0,3.7,,7.0,,,Have certificate,Full,9.0
Hanoi,38.0,,,,,,Have certificate,,6.55
Ho Chi Minh City,50.1,,7.0,4.0,4.0,5.0,Have certificate,Basic,5.25
Hanoi,34.0,,,4.0,4.0,,,,7.6
Hanoi,34.0,,,5.0,3.0,,,Full,7.6
Hanoi,45.0,3.6,,4.0,4.0,3.0,,,8.9
Ho Chi Minh City,51.3,,,3.0,4.0,3.0,Have certificate,,5.8
Ho Chi Minh City,85.0,5.0,16.0,5.0,5.0,4.0,Have certificate,Full,9.8
Hanoi,35.0,4.0,,5.0,,,Have certificate,Basic,5.9
Hanoi,37.0,,,4.0,,,,,8.6
Others,197.0,5.0,7.0,2.0,4.0,3.0,Have certificate,Basic,2.25
Hanoi,30.0,5.0,,5.0,3.0,4.0,Have certificate,Full,4.5
Hanoi,32.0,,,4.0,4.0,3.0,Have certificate,Full,4.35
Hanoi,46.0,4.2,2.0,4.0,3.0,3.0,Have certificate,Basic,7.15
Others,135.0,9.0,12.5,3.0,4.0,5.0,Have certificate,,7.77
Ho Chi Minh City,196.0,7.4,,1.0,,,,,4.75
Ho Chi Minh City,64.0,5.0,,1.0,3.0,1.0,Have certificate,,4.0
Hanoi,35.0,5.0,3.0,4.0,4.0,3.0,Have certificate,,5.48
Ho Chi Minh City,54.0,,,4.0,6.0,4.0,Have certificate,Basic,6.0
Hanoi,45.0,,,5.0,5.0,4.0,Have certificate,Full,7.99
Ho Chi Minh City,122.0,4.0,8.0,1.0,7.0,7.0,Have certificate,,9.3
Others,100.0,,,2.0,3.0,3.0,,,6.9
Others,83.0,3.48,9.0,3.0,4.0,4.0,Have certificate,,6.6
Ho Chi Minh City,40.0,,,5.0,3.0,5.0,Have certificate,Full,9.0
Others,130.0,,7.0,2.0,3.0,2.0,Have certificate,Basic,3.69
Others,76.0,5.0,2.5,,,,Have certificate,,1.25
Others,53.8,5.0,10.0,2.0,2.0,2.0,Have certificate,Basic,4.5
Hanoi,60.0,5.0,12.0,6.0,5.0,4.0,Have certificate,Full,7.0
Hanoi,32.0,3.2,2.5,4.0,3.0,4.0,Have certificate,Basic,3.65
Others,100.0,,,4.0,5.0,5.0,Have certificate,,6.3
Others,61.0,4.5,7.0,2.0,3.0,2.0,Have certificate,Full,3.2
Others,80.9,,,3.0,4.0,3.0,Have certificate,Basic,5.2
Hanoi,190.0,10.0,11.5,3.0,4.0,4.0,Sale contract,,7.5
Hanoi,33.0,,,5.0,4.0,3.0,Have certificate,,6.55
Others,70.0,5.5,4.5,2.0,3.0,2.0,Have certificate,,2.7
Hanoi,40.0,,,4.0,4.0,3.0,Have certificate,,10.0
Hanoi,68.0,,,5.0,8.0,8.0,Have certificate,,7.9
Hanoi,52.5,3.63,7.0,4.0,4.0,4.0,Have certificate,Full,8.0
Hanoi,53.0,4.5,,5.0,5.0,,Have certificate,Full,6.4
Ho Chi Minh City,37.0,,,3.0,3.0,2.0,Have certificate,Full,6.25
Ho Chi Minh City,37.0,3.4,3.0,3.0,5.0,3.0,Have certificate,Full,3.6
Others,100.0,5.0,4.0,2.0,3.0,2.0,Have certificate,,2.95
Hanoi,38.0,,,5.0,,,Have certificate,Full,4.8
Ho Chi Minh City,46.3,4.0,5.0,4.0,4.0,5.0,Have certificate,Basic,5.7
Others,60.0,,,3.0,4.0,4.0,Have certificate,Full,3.7
Ho Chi Minh City,40.0,,,2.0,2.0,2.0,Have certificate,Full,3.96
Ho Chi Minh City,90.0,4.5,4.0,2.0,4.0,5.0,Have certificate,,4.29
Hanoi,55.0,4.2,,4.0,,,Have certificate,Full,9.7
Hanoi,63.0,,,5.0,6.0,,Have certificate,,8.7
Ho Chi Minh City,68.0,,12.0,3.0,3.0,3.0,Have certificate,Full,6.75
Others,23.0,3.0,3.0,3.0,,,Have certificate,Basic,1.3
Ho Chi Minh City,47.0,,,4.0,,,Have certificate,,6.7
Ho Chi Minh City,37.0,3.3,8.0,4.0,4.0,3.0,Have certificate,,8.8
Hanoi,36.0,,,5.0,,,Have certificate,Basic,5.2
Others,60.0,,,,4.0,5.0,Have certificate,,4.05
Others,180.0,,,3.0,,,,,8.6
Ho Chi Minh City,90.0,4.0,6.0,3.0,3.0,3.0,Have certificate,,6.0
Ho Chi Minh City,110.0,4.0,7.0,2.0,5.0,3.0,Have certificate,Full,6.2
Ho Chi Minh City,32.0,3.0,,3.0,4.0,3.0,Have certificate,Full,4.95
Others,100.0,5.0,5.0,2.0,3.0,2.0,Have certificate,Basic,4.2
Others,85.4,4.2,5.0,2.0,3.0,2.0,Have certificate,Basic,3.3
Others,67.5,4.0,4.0,1.0,2.0,1.0,Have certificate,Basic,2.65
Others,85.0,5.0,6.0,2.0,3.0,2.0,Have certificate,Basic,4.3
Others,90.0,5.0,25.0,4.0,5.0,6.0,Have certificate,Basic,7.8
Hanoi,35.0,,,5.0,6.0,6.0,Have certificate,Full,5.83
Ho Chi Minh City,31.0,3.15,10.0,2.0,2.0,2.0,Have certificate,,8.6
Ho Chi Minh City,80.0,10.0,12.0,3.0,4.0,5.0,Have certificate,Full,6.08
Ho Chi Minh City,65.0,4.0,5.0,3.0,3.0,3.0,Have certificate,Basic,6.8
Hanoi,75.0,5.0,,3.0,3.0,4.0,Have certificate,Full,9.5
Hanoi,65.0,4.0,,5.0,4.0,5.0,Have certificate,,9.8
Hanoi,69.0,4.0,,4.0,4.0,4.0,Have certificate,,9.5
Hanoi,33.0,,,5.0,3.0,4.0,Have certificate,Basic,4.75
Hanoi,33.0,3.5,,5.0,3.0,4.0,Have certificate,Basic,5.2
Hanoi,46.0,3.5,,4.0,4.0,3.0,Have certificate,,5.4
Hanoi,60.0,,,4.0,5.0,4.0,Have certificate,,7.5
Hanoi,45.0,5.0,,6.0,4.0,3.0,Have certificate,Full,5.9
Ho Chi Minh City,59.8,5.0,5.0,3.0,4.0,4.0,Have certificate,,4.5
Ho Chi Minh City,57.0,,,2.0,2.0,2.0,Have certificate,,4.8
Ho Chi Minh City,81.0,,7.0,4.0,4.0,5.0,Have certificate,,6.29
Hanoi,32.0,4.0,4.0,3.0,,,,,6.99
Ho Chi Minh City,52.0,4.0,5.0,3.0,4.0,5.0,Have certificate,Full,4.78
Hanoi,47.0,3.7,,3.0,4.0,5.0,Have certificate,Basic,7.5
Ho Chi Minh City,82.0,6.5,6.0,3.0,4.0,5.0,Have certificate,Full,5.5
Ho Chi Minh City,59.0,4.5,,2.0,2.0,2.0,Have certificate,,3.5
Hanoi,40.0,4.2,3.0,4.0,4.0,3.0,,,5.6
Ho Chi Minh City,100.0,,12.0,1.0,1.0,1.0,,,9.9
Hanoi,54.0,4.5,,5.0,6.0,4.0,,,6.8
Hanoi,40.0,4.0,,5.0,3.0,3.0,Have certificate,,6.0
Hanoi,35.0,4.0,,6.0,,,Have certificate,,7.5
Ho Chi Minh City,40.0,4.0,5.0,4.0,6.0,6.0,Have certificate,Basic,4.95
Others,164.0,11.0,60.0,2.0,4.0,4.0,Sale contract,,8.8
Ho Chi Minh City,62.7,,,,,,,,9.5
Hanoi,53.0,3.8,,,,,,,6.79
Ho Chi Minh City,56.0,4.0,,4.0,4.0,4.0,Have certificate,,6.9
Ho Chi Minh City,90.0,5.0,,2.0,4.0,2.0,Have certificate,,6.2
Hanoi,15.0,4.55,3.0,5.0,2.0,2.0,Have certificate,Full,2.8
Hanoi,40.0,,,3.0,3.0,3.0,,,3.3
Others,67.8,4.2,8.0,3.0,3.0,3.0,Have certificate,,3.15
Hanoi,30.0,,,6.0,3.0,4.0,Have certificate,Full,5.85
Ho Chi Minh City,80.0,4.0,25.0,3.0,,,,Basic,9.0
Hanoi,38.0,,,5.0,3.0,4.0,Have certificate,,4.8
Hanoi,38.0,,,3.0,2.0,2.0,,,5.8
Others,90.0,,4.0,1.0,2.0,1.0,Have certificate,,2.2
Others,85.0,,,1.0,2.0,1.0,Have certificate,,2.3
Hanoi,42.0,41.0,3.0,6.0,4.0,4.0,Have certificate,Basic,8.5
Ho Chi Minh City,50.0,4.1,5.0,4.0,4.0,5.0,Have certificate,Basic,8.8
Others,143.5,11.0,16.0,2.0,4.0,4.0,Sale contract,,8.0
Ho Chi Minh City,46.0,3.0,4.0,5.0,5.0,4.0,Have certificate,Full,9.0
Ho Chi Minh City,45.2,4.0,4.0,1.0,2.0,2.0,Have certificate,,4.75
Hanoi,34.0,,,6.0,4.0,5.0,Have certificate,Full,5.5
Ho Chi Minh City,100.0,,10.0,3.0,4.0,3.0,Have certificate,,9.9
Ho Chi Minh City,50.0,8.0,,3.0,3.0,3.0,,,5.0
Ho Chi Minh City,64.0,,8.0,4.0,4.0,5.0,Have certificate,Full,6.8
Hanoi,45.0,,,5.0,4.0,3.0,Have certificate,Basic,5.2
Ho Chi Minh City,50.3,,6.0,5.0,7.0,,Have certificate,Full,9.5
Ho Chi Minh City,64.0,,,4.0,4.0,5.0,Have certificate,,6.6
Hanoi,65.0,4.0,,5.0,6.0,5.0,Have certificate,Full,9.7
Hanoi,40.0,4.0,3.0,3.0,3.0,,Have certificate,Basic,4.7
Ho Chi Minh City,65.0,,,1.0,3.0,2.0,,,3.9
Hanoi,35.0,3.9,2.0,5.0,3.0,4.0,Have certificate,Full,4.8
Hanoi,65.0,,,4.0,4.0,4.0,Have certificate,Basic,6.9
Hanoi,27.0,2.8,,5.0,3.0,5.0,Have certificate,Full,5.95
Hanoi,40.0,4.0,3.0,5.0,3.0,4.0,Have certificate,,6.95
Hanoi,76.0,5.0,6.0,5.0,6.0,7.0,Have certificate,Full,8.35
Hanoi,57.0,,,8.0,,,Have certificate,,6.95
Others,178.0,6.7,4.0,1.0,2.0,1.0,,Basic,3.35
Ho Chi Minh City,55.0,,12.0,3.0,3.0,3.0,Have certificate,Full,6.6
Hanoi,42.0,,,4.0,4.0,3.0,,,6.0
Others,72.0,4.0,6.0,2.0,2.0,3.0,Have certificate,Basic,3.8
Ho Chi Minh City,60.0,,8.0,3.0,3.0,4.0,Have certificate,Full,7.8
Ho Chi Minh City,56.0,,,3.0,3.0,4.0,,,6.1
Ho Chi Minh City,66.0,4.0,8.0,3.0,4.0,4.0,Have certificate,,5.85
Hanoi,40.0,6.4,,4.0,,,Have certificate,Full,6.9
Hanoi,40.0,4.0,,5.0,3.0,,Have certificate,Full,9.9
Others,50.0,4.5,,2.0,3.0,2.0,Have certificate,,1.28
Others,31.0,,,2.0,4.0,1.0,Have certificate,Basic,1.38
Ho Chi Minh City,80.0,,12.0,4.0,4.0,5.0,Have certificate,Full,8.8
Ho Chi Minh City,85.0,4.2,8.0,4.0,4.0,5.0,Have certificate,Full,7.8
Others,65.0,5.0,5.0,1.0,2.0,1.0,Have certificate,Full,1.55
Others,72.0,5.0,12.0,3.0,4.0,5.0,Have certificate,,10.0
Ho Chi Minh City,70.0,,,2.0,2.0,2.0,Have certificate,Full,5.0
Hanoi,40.27,4.0,2.0,5.0,6.0,4.0,Have certificate,Basic,5.9
Ho Chi Minh City,121.0,9.0,,4.0,6.0,4.0,Have certificate,Full,8.3
Others,172.0,7.5,7.0,3.0,5.0,5.0,Have certificate,,5.95
Others,75.0,6.5,7.5,5.0,6.0,7.0,Sale contract,,7.5
Hanoi,23.0,,,4.0,3.0,,,,2.36
Hanoi,46.0,,,3.0,,,Have certificate,Full,3.7
Hanoi,62.0,5.4,3.0,4.0,4.0,4.0,Have certificate,Basic,8.9
Hanoi,80.0,,,,,,Have certificate,,3.8
Hanoi,33.0,,,4.0,,,,,3.7
Hanoi,28.0,3.0,,4.0,4.0,3.0,Have certificate,Full,4.5
Hanoi,45.0,5.0,3.0,1.0,1.0,1.0,Have certificate,,2.55
Hanoi,30.0,4.8,,6.0,4.0,4.0,Have certificate,,5.45
Hanoi,40.0,4.0,4.0,4.0,3.0,3.0,Have certificate,Basic,4.2
Others,89.0,4.31,8.0,2.0,3.0,2.0,Have certificate,,5.8
Ho Chi Minh City,33.0,,,5.0,3.0,5.0,,,8.0
Ho Chi Minh City,41.0,,,4.0,4.0,4.0,Have certificate,Full,9.5
Hanoi,50.0,4.5,,5.0,6.0,5.0,Have certificate,,6.5
Ho Chi Minh City,39.0,,,3.0,2.0,3.0,Have certificate,Full,6.8
Ho Chi Minh City,38.0,,,4.0,4.0,4.0,Have certificate,Full,7.9
Ho Chi Minh City,88.0,4.6,8.0,3.0,4.0,4.0,Have certificate,Full,9.9
Ho Chi Minh City,95.0,12.0,10.0,3.0,3.0,4.0,Have certificate,Full,9.9
Ho Chi Minh City,139.0,,30.0,1.0,3.0,2.0,Have certificate,Full,8.8
Ho Chi Minh City,65.0,5.0,5.0,2.0,3.0,2.0,Have certificate,,8.7
Ho Chi Minh City,97.0,5.2,8.0,4.0,4.0,5.0,Have certificate,Full,6.7
Ho Chi Minh City,35.0,,,4.0,4.0,4.0,Have certificate,Full,6.2
Others,110.0,,12.0,,3.0,2.0,Have certificate,,3.75
Others,60.0,,6.0,3.0,4.0,3.0,Have certificate,Full,3.25
Others,60.7,,,,2.0,2.0,Have certificate,Full,3.2
Others,37.0,,3.0,1.0,3.0,2.0,Have certificate,,1.98
Hanoi,30.0,3.8,,5.0,,,Have certificate,,5.86
Hanoi,30.0,3.0,3.0,4.0,4.0,4.0,,Full,6.15
Hanoi,31.0,3.6,2.5,5.0,3.0,4.0,Have certificate,Basic,3.15
Ho Chi Minh City,85.0,,7.0,4.0,5.0,6.0,Have certificate,Full,8.18
Hanoi,23.0,2.3,4.5,6.0,,,,,3.2
Ho Chi Minh City,59.0,4.1,5.0,2.0,4.0,3.0,Have certificate,Full,8.6
Others,60.0,4.0,12.0,3.0,3.0,3.0,Have certificate,Basic,3.9
Others,60.0,5.0,12.0,2.0,2.0,2.0,Have certificate,Basic,3.97
Others,40.0,4.0,12.0,4.0,4.0,3.0,Have certificate,Full,5.4
Hanoi,47.0,,,6.0,6.0,,,,7.2
Ho Chi Minh City,55.0,,,4.0,4.0,4.0,Have certificate,Full,8.7
Ho Chi Minh City,47.0,,,3.0,4.0,5.0,Have certificate,Basic,6.1
Ho Chi Minh City,100.0,5.0,5.0,,,,Have certificate,,5.4
Hanoi,53.5,,3.0,,,,,,6.6
Hanoi,31.0,,,5.0,4.0,3.0,Have certificate,Full,4.3
Hanoi,35.0,3.8,2.0,6.0,5.0,3.0,Have certificate,,6.85
Ho Chi Minh City,45.0,,,4.0,4.0,4.0,Have certificate,Full,7.5
Hanoi,52.0,5.0,15.0,5.0,4.0,5.0,Have certificate,Full,10.0
Hanoi,41.0,,,7.0,3.0,,Have certificate,Full,9.7
Ho Chi Minh City,50.0,4.0,,5.0,5.0,5.0,Have certificate,Full,6.45
Hanoi,45.0,,,6.0,4.0,4.0,Have certificate,Full,6.9
Hanoi,39.0,,,5.0,4.0,4.0,Have certificate,Full,5.95
Hanoi,30.0,,,4.0,3.0,3.0,Have certificate,Basic,2.45
Hanoi,30.0,3.9,,5.0,3.0,4.0,Have certificate,Basic,3.5
Hanoi,50.0,7.0,4.0,4.0,3.0,4.0,Sale contract,Full,7.9
Ho Chi Minh City,44.0,3.7,5.0,3.0,3.0,,Have certificate,Full,6.2
Hanoi,41.0,,,6.0,4.0,4.0,Have certificate,Full,6.8
Hanoi,30.0,,,4.0,4.0,3.0,Have certificate,Basic,7.5
Hanoi,32.0,3.3,,4.0,2.0,,,,5.8
Hanoi,35.0,,,6.0,3.0,4.0,Have certificate,Full,6.5
Hanoi,48.0,,,4.0,4.0,,Have certificate,Full,7.5
Hanoi,34.0,3.2,4.5,5.0,3.0,4.0,Have certificate,Basic,5.6
Hanoi,35.0,4.0,,5.0,4.0,3.0,Have certificate,Full,5.75
Ho Chi Minh City,44.0,,,4.0,4.0,,Have certificate,,9.6
Hanoi,55.0,3.5,10.0,4.0,3.0,3.0,Have certificate,Full,9.5
Ho Chi Minh City,52.0,,3.0,2.0,2.0,2.0,Have certificate,,3.9
Ho Chi Minh City,57.0,,,2.0,2.0,2.0,Have certificate,,4.3
Hanoi,30.0,,,5.0,3.0,3.0,Have certificate,Full,3.95
Hanoi,22.0,4.0,3.0,4.0,3.0,2.0,,Full,2.8
Hanoi,37.0,,,5.0,4.0,,,Full,5.9
Others,75.0,5.0,5.0,2.0,3.0,2.0,Have certificate,Basic,3.65
Hanoi,45.0,,,5.0,4.0,,Have certificate,Full,6.9
Hanoi,35.0,3.4,3.0,6.0,4.0,5.0,Have certificate,Basic,5.7
Ho Chi Minh City,106.0,,,1.0,3.0,2.0,Have certificate,,9.3
Others,75.0,,5.5,2.0,,,Have certificate,Basic,6.95
Hanoi,41.0,,,5.0,3.0,,,,5.95
Hanoi,28.0,3.5,5.0,4.0,4.0,,Have certificate,,4.95
Hanoi,40.0,,,1.0,2.0,1.0,Have certificate,,3.6
Hanoi,40.0,4.0,,4.0,4.0,3.0,Have certificate,Basic,4.2
Hanoi,43.0,,,,,,Have certificate,Basic,4.28
